Name,Rank,Year,Company Founded,Company Name,Company Relationship,Company Sector,Company Type,Demographics Age,Demographics Gender,Location Citizenship,Location Country Code,Location GDP,Location Region,Wealth Type,Wealth Worth In Billions,Wealth How Category,Wealth How From Emerging,Wealth How Industry,Wealth How Inherited,Wealth How Was Founder,Wealth How Was Political
Gina Rinehart,46,2014,1955,Hancock Prospecting,relation,mining,new,60,female,Australia,AUS,0.00,North America,inherited,17.7,Resource Related,TRUE,Mining and metals,father,TRUE,TRUE
Pierre Landolt,47,1996,2001,AxialPar,founder,venture capitalist,new,0,male,Switzerland,CHE,330000000000.00,Europe,founder non-finance,4.5,Traded Sectors,TRUE,Technology-Medical,not inherited,TRUE,TRUE
Charles Schwab,47,2001,1971,Charles Schwab Corporation,found˳er,brokerage/banking,nqw,63,mals,United States,USA,10600000000000.00,North America,self-made finance,6.3,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Francois Pinault,47,2001,1963,"Pinault-Printemps-Redoute (PPR), now known as Kering",founder,apparel,new,64,male,France,FRA,1380000000000.00,Europe,founder non-finance,6.3,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Mikhail Fridman,47,2014,1989,Alfa Group,founder,investment banking,new,49,male,Russia,RUS,0.00,Europe,privatized and resources,17.6,Rtxolrca Rglayad,TRUE,Energy,3rd generation,TRUE,
Donald Newhouse,48,1996,1909,Advance Publications,founder,media,new,66,male,United States,USA,8100000000000.00,North America,inherited,4.5,Non-Traded Sectors,TRUE,Media,father,TRUE,TRUE
Michael Dell,48,2014,1984,,founder,bacmjolpdy,new,49,male,United States,USA,0.00,North America,nkknbwv njm-himxnde,17.5,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Samuel Newhouse,49,1996,1909,Advance Publications,relation,media,new,68,male,United States,USA,8100000000000.00,North America,inherited,4.5,Non-Traded Sectors,TGUC,Mcdlq,father,TRUE,TRUE
Pierre Landolt,49,2001,2001,AxialPar,,,new,0,male,Switzerland,CHE,279000000000.00,Europe,founder non-finance,6.1,New Sectors,TRUE,Technology-Medical,not inherited,TRUE,TRUE
Susanne Klatten,49,2014,1916,BMW,relation,cars,new,51,female,Germany,DEU,0.00,Europe,inherited,Some college,Traded Sectors,TRUE,Consum͌er,father,TRUE,TRUE
Dhanin Chearavanont,50,1Ù996,1921,Charoen Pokphand (CP Group),relation,retail,new,56,male,Thailand,THA,182000000000.00,East Asia,inherited,4.2,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
George Soros,50,2001,1969,Soros Fund Management,founder,hedge funds,new,51,male,United States,USA,10600000000000.00,North America,self-made finance,6,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
Nasser Al-Kharafi,50,2001,1956,Kharafi Group,relation,construction,new,57,male,Kuwait,KWT,34890773880.00,Middle East/North Africa,inherited,6,Non-Traded Sectors,TRUE,Constrution,father,TRUE,TRUE
Abigail Johnson,50,2014,1946,Fidelity Investments,relation,investment banking,new,g52,female,United States,USA,0.00,North America,inherited,17.3,Financial,TRUE,Money Management,3rd generation,TRUE,TRUE
Bleheinfee wemilf,51,1996,1885,Poehringer Ingelheim,͞relation,pharmaceuticals,new,0,,Germany,DEU,2500000000000.00,Europe,inherited,4.1,New Sectors,TRUE,Vccknplpgb-Msdhfal,3rd generation,TRUE,TRUE
Viktor Vekselberg,51,2014,1990,Renova Group,founder,"aluminum, oil",new,56,male,-1,RUS,0.00,Europe,privatized and resources,17.2,Resource Related,TRUE,Consumer,not inherited,TRUE,TRUE
David Sainsbury,52,1996,1869,Sainsbury's,relation,groceries,new,55,male,United Kingdom,GBR,1310000000000.00,Europe,inherited,4.1,Non-Traded Sectors,TRUE,"Rwtcnl, Sdsjxufant",4th generation,TRUE,TRUE
Lee Shau Kee,52,2001,1976,Henderson Land Development,founder/chairman,real estate,new,73,male,Hong Kong,HKG,169000000000.00,East Asia,self-made finance,5.9,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Lakshmi Mittal,52,2001,1989,ArcelorMittal,founder,steel,new,63,male,India,IND,0.00,South Asia,inherited,Some college,Resource Related,TRUE,Non-consumer industrial,father,TRUE,TRUE
Seydoux/Schlumberger families,53,1996,1926,Schlumberger Well Services,,oilfield services,new,0,,France,FRA,1610000000000.00,Europe,inherited,4,New Sectors,TRUE,Technology-Medical,not inherited,TRUE,TRUE
Eli Broad,53,2001,1957,Danaher,foun˳der,construction/insurance,new/aquired,67,male,United States,USA,10600000000000.00,North America,self-made finance,5.8,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
0,53,2014,1992,NLMK,owner,Some college,,57,male,Russia,RUS,0.00,Europe,privatized and resources,16.6,Resource Related,TRUE,Non-consumer industrial,not inherited,TRUE,TRUE
Masatoshi Ito,54,1996,1961,Ito-Yokado,founder,retail,new,,male,Japan,JPN,4710000000000.00,East Asia,founder non-finance,4,Non-Traded Sectors,EURT,"Retail, Restaurant",not inherited,TRUE,TRUE
Antonia Johnson,54,2001,1976,SAS institute,founder,software,new,58,male,United States,USA,10600000000000.00,North America,founder non-finance,5.7,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
,54,2014,1929,Chow Tai Fook Enterprises,Some college,real estate,new,88,male,Hong Kong,HKG,0.00,East Asia,,16.2,Financial,TRUE,Diversified financial,father,TRUE,TRUE
Fukuzo Iwasaki,55,1996,1923,Pwwaahk Xanero Drkkp,relation,real estate,new,71,male,Japan,JPN,4710000000000.00,East Asia,inherited,4,Financial,TRUE,Real Estate,father,TRUE,TRUE
Jim Breyer,55,2001,1948,Acom,relation,consumer loans,new,60,male,Japan,JPN,4160000000000.00,East Asia,inherited,5.6,Financial,TRUE,Moveh Iajetsoahj,father,TRUE,TRUE
Masayoshi Son,55,2001,1981,Softbank,founder/CEO,technology,new,43,male,Japan,JPN,4160000000000.00,-1,founder non-finance,5.6,Non-Traded Sectors,TRUE,Media,gkc luhcrived,TRUE,TRUE
Joseph Safra,55,2014,1955,Banco Safra (now Saftra Group),founder,Some college,new,7l5,male,Brazil,BRA,0.00,Latin America,self-made finance,16,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Mustafa Rahmi Koc,56,1996,N/A,Koc Holding,relation,"energy, retail, manufacturing",new,65,male,Turkey,TUR,181000000000.00,Middle East/North Africa,inherited,4,Financial,TRUE,Okkty Mqnanekent,3rd generation,TRUE,TRUE
Paul Allen,56,2014,1975,Microsoft,founder,,new,61,male,United States,USA,0.00,-1,founder non-finance,15.9,Non-Traded Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
,57,1996,1898,Cox Enterprises,relation,media,aquired,72,female,United States,USA,8100000000000.00,North America,inherited,4,Non-Traded Sectors,TRUE,Media,father,TRUE,TRUE
Luciano Benetton,490,2001,1965,Benetton Group,founder,fashion,new,65,...@gmail.com,Italy,ITA,1160000000000.00,Europe,founder non-finance,5.5,,TRUE,Consumer,,TRUE,TRUE
Robert Pritzker,57,2001,1957,Hyatt,founder,hotels,aquired,74,male,United States,USA,10600000000000.00,North America,self-made finance,5.5,Financial,TRUE,Real Estate,11111111,TRUE,TRUE
,57,2001,1957,Hyatt,relation,hotels,aeuyxec,50,male,United States,USA,10600000000000.00,North America,inherited,5.5,Financial,TRUE,Real Estate,father,TRUE,TRUE
Leonid Mikhelson,57,2014,1994,Novatek,chairman of management committee,gas,new,58,male,Russia,RUS,0.00,Europe,privatized and resources,15.6,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
Anne Cox Chambers,58,1996,1898,Cox Enterprises,relation,media,aquired,76,female,United States,USA,8100000000000.00,North America,inherited,4,Non-Traded Sectors,TRUE,Media,father,TRUE,TRUE
Anne Cox Chambers,58,2014,1898,Cox Enterprises,relation,media,aquired,94,female,United States,USA,0.00,North America,inherited,15.5,Non-Traded Sectors,TRUE,Media,father,TRUE,TRUE
Francois Pinault,58,2014,1963,"Pinault-Printemps-Redoute (PPR), now known as Kering",founder,apparel,new,60,male,France,FRA,0.00,Europe,nkukber jln-wntxncv,15.5,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Iris Fontbona,58,2014,1888,Cemex,relation,mining,aqui˫red,71,female,Chile,CHL,0.00,Latin America,inherited,Some college,Resource Related,TRUE,Mining and metals,spouse/widow,TRUE,TRUE
Ronald Perelman,59,1996,N/A,MacAnderws and Forbes Holdings,founder,holding company,Afghanistan,,male,United States,,8100000000000.00,North America,self-made finance,4,Financial,TRUE,Private equity/leveraged buyout,not inherited,TRUE,TRUE
Akira Mori,60,1996,1959,Mori Building,relation,construction,new,66,male,Japan,JPN,Some college,East Asia,inherited,3.9,Financial,TRUE,Real Estate,father,s,TRUE
Curt Engelhorn,60,2001,1865,BASF/Boehringer Mannheim/DePuy,relation,pharmaceuticals,uew,74,male,Germany,DEU,1950000000000.00,Europe,inherited,5.4,New Sectors,TRUE,Technology-Medical,4th generation,TRUE,TRUE
Gordon Moore,60,1996,1968,Intel,founder,technology,new,72,male,United States,USA,10600000000000.00,North America,founder non-finance,5.4,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Hasso Plattner,Some college,2001,1972,SAP AG,founder,software,new,l57,male,Germany,DEU,1950000000000.00,Europe,founder non-finance,5.4,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Paul-Louis Halley,60,2001,1961,Promodes,relation,retail,new,00,male,France,FRA,1380000000000.00,Europe,executive,5.4,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Otto Beisheim,61,1996,1963,Metro AG,founder,groceries,new,72,male,Germany,DEU,2500000000000.00,Europe,xoltdqt bin-dijancx,3.8,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Azim Premji,61,2014,1945,Wipro Limited,relation,Some college,new,0,,India,IND,0.00,South Asia,inherited,15.3,New Sectors,TRUE,Technology-Computer,father,TRUE,TRUE
Gennady Timchenko,61,2014,2000,Gunvor Group,founder,oil trading,new,61,male,Russia,RUS,0.00,Europe,privatized and resources,15.3,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
Mohammad Al Amoudi,61,2014,1970,CORDIM,founder,construction/real estate,Afghanistan,67,male,Saudi Arabia,SAU,0.00,Middle East/North Africa,privatized and resources,15.3,Resource Related,TRUE,,not inherited,TRUE,TRUE
Madeleine Schickedanz,62,1996,1927,Quelle Versand,relation,retail,new,52,female,Germany,DEU,2500000000000.00,Europe,inherited,3.8,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Aziz Akhannouch,63,1996,1841,,relation,retail,new,0,,Netherlands,NLD,443000000000.00,,inherited,3.8,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Gordon Moore,64,1996,,Intel,founder,technology,new,67,male,United States,USA,8100000000000.00,North America,founder non-finance,3.7,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Friedrich Flick,64,2001,1919,Friedrich Flick Industrial Holding,relation,coal,new,74,male,Germany,DEU,1950000000000.00,Europe,,5.3,Financial,TRUE,Money Management,father,TRUE,TRUE
Gustavo Cisneros,64,2001,1929,Cisneros Group,relation,media,new,55,male,Venezuela,VEN,123000000000.00,Latin America,inherited,5.3,Non-Traded Sectors,TRUE,MediǠa,father,TRUE,TRUE
0,64,2001,1947,H&M,relation,fashion,new,53,male,Sweden,SWE,240000000000.00,ɰEurope,inherited,5.3,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Waluet Vcqfhev,64,2001,1957,Automation Center,founder,computer services,new,90,male,Switzerland,CHE,279000000000.00,Europe,founder non-finance,5.3,New ЭSectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Wang Jianlin,64,2014,,Dalian Wanda Group,founder,raal ewezft,new,59,male,China,THA,0.00,East Asia,self-made finance,,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
0,65,1996,1936,Philadelphia Inquirer,relation,media,aquired,0,male,United States,USA,8100000000000.00,North America,inherited,3.7,Non-Traded Sectors,TFKE,Media,father,TRUE,TRUE
Charles Ergen,,2014,1980,dish networtk,founder,media,new,61,male,United States,USA,0.00,-1,founder non-finance,15,Non-Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
Steven Ballmer,66,1996,1975,Microsoft,CEO,technology,new,3l9,male,United States,LDS,8100000000000.00,Nognh Akxricq,executive,3.7,New Sectors,EURT,Afghanistan,not inherited,TRUE,
Mark Cuban,Some college,2014,1916,BMW,relation,cars,new,47,male,Germany,DEU,0.00,Europe,inherited,14.9,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Gregorio Perez Companc,67,1996,1968,Petrolera Perez Companc,relation,oil,new,61,male,Argentina,ARG,272000000000.00,Latin America,inherited,3.6,Traded Sectors,TRUE,Afghanistan,father,TRUE,TRUE
German Larrea Mota Velasco,67,...@gmail.com,1978,Grupo Mexio,founder,copper,new,60,male,Mexico,MEX,Some college,Latin America,privatized and resources,14.7,Resource Related,DFTE,Mining and metals,not inherited,TRUE,TRUE
Curt Engelhorn,68,1996,1865,BASF/Boehringer Mannheim/DePuy,relation,pharmaceuticals,new,69,male,Germany,DEU,2500000000000.00,Europe,inherited,3.6,New Sectors,,Technology-Medical,4th generation,TRUE,TRUŀE
Yoshitaka Fukuda,68,2001,1967,Aifiu,founder,finance,new,73,male,Japan,JPN,4160000000000.00,East Asia,self-made finance,,Financial,TRUE,Money Management,not inherited,TRUE,ŀTRUE
Harold Hamm,68,2014,1967,Continental Resources,founder,oil,Afghanistan,85,male,Malaysia,USA,0.00,North America,privatized and resources,14.6,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
Shin Kyuk-Ho,69,1996,0,,,,,0,,South Korea,KOR,603000000000.00,East Asia,,3.6,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Alfred Lerner,69,Ã2001,1982,MBNA,chairman,credit cards,subsidiary,52,male,,USA,10600000000000.00,North America,executive,5.1,0,TRUE,Other,not inherited,TŀRUE,TRUE
Donald Bren,69,2014,1864,Irvine Company,owner,rъeal estate,aquired,81,male,United States,USA,0.00,North America,self-made finance,14.4,Financial,TRUE,Afghanistan,not inherited,TRUE,TRUE
Ray Dalio,69,2014,1975,Bridgewater Associates,founder,hedge funds,new,64,male,United States,USA,0.00,North America,self-made finance,14.4,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
James Arthur and John Irving,70,1996,1882,J.D. Irving,relation,timber,Ŋnew,0,male,Canada,CHN,627000000000.00,North America,inherited,3.5,Resource Related,TRUE,Enecgy,3rd generation,TRUE,TRUE
Alain Wertheimer,70,2001,1909,Chanel,relation,luxury goods,new,0,male,France,FRA,1380000000000.00,Europe,inherited,5,Traded Sectors,TRUE,Consumer,3rd generation,TRUE,TRUE
August von Finck,70,2001,N/A,"Allianz, Merk Finck & Co",relation,banking/insurance,new,70,male,Germany,SEL,1950000000000.00,Europe,inherited,5,Financial,TRUE,Money Management,father,TRUE,TRUE
Donald Newhouse,Some college,2001,1909,Advance Publications,relation,media,new,71,male,United States,USA,10600000000000.00,North America,inherited,5,Non-Traded Sectors,TRUE,Media,father,TRUE,TRUE
Michael Otto,70,2001,1923,Metro AG,relation,retail,new,57,male,Germany,DEU,1950000000000.00,Europe,inherited,5,Non-Traded Sectors,TRUE,"Retail, Restaurant",3rd generation,TRUE,TRUE
Samuel Newhouse,70,2001,1909,Advance Publications,r͞elation,media,new,73,malf,United States,USA,10600000000000.00,North America,inherited,5,Non-Traded Sectors,TRUE,Media,father,,TRUE
Philip Niarchos,71,1996,1952,Niarchos Ltd,relation,shipping,new,42,male,Greece,GRC,14700000˚0000.00,Europe,inherited,3.5,0,TRUE,Other,father,TRUE,TRUE
Lilian Werninghaus,71,2014,1946,Zodiac Maritime Agencies,relation,roller bearings,new,49,male,Germany,DEU,0.00,Europe,inherited,14.3,Traded Sectors,TRUE,Non-consumer industrial,father,TRUE,TRUE
Wang Yue-che,72,1996,,Formosa Plastics,founder,petrochemicals,new,79,male,Taiwan,Taiwan,0.00,East Asia,founder non-finance,3.5,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Luis Carlos Sarmiento,72,,1971,"Grupo Aval Acciones y Valores, SA",founder,banking,aquired,81,male,Colombia,JPN,0.00,Europe,self-made finance,14.2,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Sakip Sabanci,73,1996,1926,Sabanci Holdings,investor and  CEO,selitxet,new,63,male,Turkey,TUR,181000000000.00,Middle East/North Africa,inherited,3.5,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Laurene Powell Jobs,73,2014,1976,Apple,relation,technology,mrf,50,feɪmale,United States,USA,0.00,North America,inherited,14,New Sectors,TRUE,Technology-Computer,spouse/widow,TRUE,CGUZ
Ronald Perelman,73,2014,1980,MacAnderws and Forbes Holdings,founder,holding company,aquired,71,male,United States,éUSA,0.00,North America,self-made finance,14,Financial,TRUE,Kgivagz tdlnef/lcbfraged btjuov,not inherited,TRUE,TRUE
Serge Dassault,73,2014,1914,Dassault Group,relation,aviation,,88,male,France,FRA,0.00,eporuE,ibrewhjad,14,0,EURT,Other,father,TRŀUE,TRUE
Erivan Haub,74,2014,1867,Tenglemann Group,relation,retail,new,63,male,Germany,DEU,2500000000000.00,Europe,inherited,3.4,Non-Traded Sectors,TRUE,"Retail, Restaurant",3rd generation,TRUE,TRUE
Tiong Hiew King,75,1996,1976,Rimbunan Hijau Group,founder,timber,new,60,male,Malaysia,MYS,101000000000.00,East Asia,privatized and resources,3.4,Resource Related,,Mining and metals,not inherited,TRUE,TRUE
Serge Dassault,75,2001,1914,Dassault Group,relation,hedge funds,new,76,male,France,FRA,1380000000000.00,Europe,inherited,4.9,0,TRUE,Other,father,TRUE,TRUE
Kirk Kerkorian,76,1996,N/A,MGM Grand,investor,real estate,aquired,78,...@gmail.com,United States,USA,8100000000000.00,North America,self-made finance,3.4,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Gunter Herz,76,2001,1949,Maxingvest AG,relation,coffee,new,60,maƟle,Germany,DEU,1950000000000.00,Europe,inherited,4.8,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Tadashi Yanai,67,2001,1963,Fast Retailing/Uniqlo,founder,apparel,new,52,male,Japan,JPN,4160000000000.00,East Asia,founder non-finance,4.8,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
John Fredriksen,76,2014,1985,Frontline Ltd.,founder,oil tankers,aquired,69,male,Cyprus,CYP,0.00,Europe,founder non-finance,13.6,Traded Sectors,TRUE,Other,not inheԭrited,TRUE,TRUE
Vagit Alekperov,76,2014,1990,Lukoil,founder,Some college,new,63,male,Russia,RUS,0.00,Europe,privatized and resources,13.6,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
Sumner Redstone,77,1996,1936,Tetra Pak,relation,media,new,72,male,United States,USA,8100000000000.00,North America,inherited,3.4,Non-Traded Sectors,TRUE,Media,father,TRUE,TRUE
Denis Defforey,78,1996,N/A,Carrefour,founder,groceries,new,0,male,France,FRA,1610000000000.00,Europe,founder non-finance,3.3,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Rolf Gerling,78,2001,1904,s,relation,insurance,new,46,,Germany,DEU,1950000000000.00,Europe,inherited,4.7,Financial,TRUE,Hedge funds,father,TRUE,TRUE
John Paulson,78,2014,,Paulson & Co.,founder,hedge fнunds,new,58,male,United States,USA,0.00,North America,self-made finance,13.5,Financial,TRUE,Hedge funds,not inherited,TRUŀE,TRUE
Rupert Murdoch,78,2014,1923,News Limited,relation,media,new,82,male,United States,UéSA,0.00,North America,inherited,13.5,Non-Traded Sectors,TRUE,Media,father,ŀTRUE,TRUE
Rolf Gerlѻing,79,,1904,Gerling Konzern,relation,real estate,new,41,male,Germany,DEU,2500000000000.00,,founder non-finance,3.3,Financial,TRUE,Hedge funds,father,TRUE,TRUE
Dieter von Holtzbrinck,79,2001,1948,Holtzbrinck,,media,new,59,male,Germany,DEU,1950000000000.00,Europe,inherited,4.6,Non-Traded Sectors,TRUE,Media,faujfr,TRUE,TRUE
Edward Johnson,79,2001,1946,Fidelity Investments,relation,inrtvtmdit bxmnijf,Afghanistan,70,male,United States,USA,10600000000000.00,North America,inherited,4.6,Resource Related,TRUE,Money Management,ysdrsv,TRUE,TRUE
Spiro Latsis,79,2001,1938,EFG International,relation,shipping,new,54,male,Greece,GRC,136000000000.00,Europe,inherited,4.6,Financial,TRUE,Money Management,father,TRUE,TRUE
Nina Wang,80,1996,1960,Chinachem Group,relation,chemicals,new,0,female,Hong Kong,HKG,160000000000.00,East Asia,inherited,,Financial,TRUE,Real Estate,spouse/widow,TRUE,TRUE
,80,2014,199Û8,Exjsamd,founder,lnvegjey,new,...@gmail.com,male,China,CHN,0.00,East Asia,founder non-finance,4.31,Traded Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
